LS_X;LS_Y;LS_Z;ERRO_LS
3.16;1.17;0.0;0.23
3.14;1.19;0.0;0.24
3.23;1.17;0.0;0.29
3.13;1.14;0.0;0.19
3.09;1.14;0.0;0.17
3.1;1.14;0.0;0.17
3.16;1.12;0.0;0.2
3.06;1.17;0.0;0.18
3.14;1.15;0.0;0.2
3.08;1.12;0.0;0.14
3.01;1.1;0.0;0.1
3.12;1.15;0.0;0.19
3.01;1.18;0.0;0.18
3.09;1.16;0.0;0.18
3.1;1.12;0.0;0.15
3.05;1.15;0.0;0.16
3.01;1.13;0.0;0.13
3.15;1.17;0.0;0.22
3.09;1.16;0.0;0.18
3.04;1.15;0.0;0.15
3.06;1.11;0.0;0.13
3.08;1.14;0.0;0.16
3.01;1.14;0.0;0.14
3.02;1.14;0.0;0.14
3.05;1.16;0.0;0.16
3.04;1.1;0.0;0.11
3.06;1.15;0.0;0.16
3.04;1.13;0.0;0.13
3.09;1.16;0.0;0.19
3.03;1.13;0.0;0.14
3.09;1.16;0.0;0.19
3.07;1.16;0.0;0.18
3.11;1.15;0.0;0.19
3.02;1.14;0.0;0.14
3.02;1.11;0.0;0.11
3.06;1.14;0.0;0.15
3.03;1.12;0.0;0.13
3.03;1.11;0.0;0.12
3.08;1.11;0.0;0.14
3.06;1.17;0.0;0.18
3.07;1.07;0.0;0.11
3.07;1.16;0.0;0.18
3.09;1.13;0.0;0.16
3.09;1.13;0.0;0.16
3.09;1.16;0.0;0.19
3.05;1.16;0.0;0.16
3.08;1.17;0.0;0.19
3.05;1.16;0.0;0.16
3.14;1.15;0.0;0.21
3.04;1.13;0.0;0.14
3.07;1.15;0.0;0.17
3.13;1.15;0.0;0.2
3.08;1.15;0.0;0.17
3.09;1.12;0.0;0.15
3.13;1.13;0.0;0.18
3.11;1.19;0.0;0.22
3.03;1.09;0.0;0.09
3.14;1.14;0.0;0.2
3.08;1.13;0.0;0.15
3.08;1.14;0.0;0.16
3.09;1.17;0.0;0.19
3.14;1.18;0.0;0.22
3.02;1.11;0.0;0.11
3.08;1.11;0.0;0.14
3.11;1.11;0.0;0.16
3.06;1.11;0.0;0.13
3.11;1.16;0.0;0.19
3.03;1.13;0.0;0.13
3.07;1.13;0.0;0.14
3.04;1.15;0.0;0.15
3.11;1.12;0.0;0.16
3.03;1.15;0.0;0.15
3.08;1.13;0.0;0.15
3.11;1.13;0.0;0.17
3.03;1.13;0.0;0.14
3.07;1.16;0.0;0.17
3.03;1.16;0.0;0.16
3.08;1.17;0.0;0.19
2.98;1.13;0.0;0.13
3.03;1.12;0.0;0.12
3.02;1.12;0.0;0.13
3.1;1.17;0.0;0.2
3.11;1.16;0.0;0.19
3.11;1.14;0.0;0.18
3.05;1.15;0.0;0.16
3.04;1.09;0.0;0.09
3.06;1.13;0.0;0.14
3.05;1.11;0.0;0.12
3.1;1.13;0.0;0.16
3.07;1.13;0.0;0.15
3.09;1.14;0.0;0.16
3.05;1.15;0.0;0.15
3.06;1.17;0.0;0.18
2.99;1.11;0.0;0.11
3.02;1.12;0.0;0.12
3.08;1.16;0.0;0.18
3.0;1.11;0.0;0.11
3.05;1.12;0.0;0.13
3.02;1.12;0.0;0.12
3.03;1.1;0.0;0.1
3.13;1.13;0.0;0.18
3.05;1.1;0.0;0.12
3.03;1.17;0.0;0.17
3.0;1.15;0.0;0.15
3.04;1.2;0.0;0.2
3.08;1.13;0.0;0.15
3.07;1.15;0.0;0.16
3.0;1.15;0.0;0.15
2.95;1.11;0.0;0.12
3.11;1.13;0.0;0.17
3.09;1.15;0.0;0.17
3.12;1.14;0.0;0.18
3.04;1.16;0.0;0.16
3.11;1.17;0.0;0.21
3.13;1.18;0.0;0.23
3.04;1.09;0.0;0.1
3.11;1.17;0.0;0.2
3.09;1.15;0.0;0.18
2.94;1.16;0.0;0.17
3.14;1.17;0.0;0.22
2.93;1.12;0.0;0.14
3.01;1.16;0.0;0.16
3.05;1.17;0.0;0.17
2.91;1.08;0.0;0.12
3.11;1.16;0.0;0.19
3.13;1.19;0.0;0.23
3.07;1.12;0.0;0.14
3.1;1.15;0.0;0.18
3.1;1.15;0.0;0.18
3.1;1.14;0.0;0.17
3.1;1.1;0.0;0.15
3.14;1.18;0.0;0.22
3.09;1.16;0.0;0.19
3.11;1.17;0.0;0.2
3.12;1.18;0.0;0.22
3.05;1.14;0.0;0.15
3.05;1.12;0.0;0.12
3.11;1.19;0.0;0.22
3.05;1.09;0.0;0.1
2.99;1.13;0.0;0.13
3.08;1.14;0.0;0.16
3.08;1.17;0.0;0.19
3.1;1.2;0.0;0.22
3.01;1.07;0.0;0.07
3.06;1.12;0.0;0.14
3.06;1.17;0.0;0.18
3.01;1.15;0.0;0.15
3.06;1.15;0.0;0.16
3.07;1.15;0.0;0.17
3.05;1.15;0.0;0.16
3.14;1.18;0.0;0.23
3.06;1.09;0.0;0.11
3.09;1.14;0.0;0.17
3.03;1.15;0.0;0.16
3.0;1.15;0.0;0.15
3.08;1.15;0.0;0.17
3.07;1.14;0.0;0.15
3.03;1.13;0.0;0.13
3.01;1.13;0.0;0.13
3.15;1.23;0.0;0.27
3.06;1.13;0.0;0.15
3.04;1.14;0.0;0.15
3.03;1.11;0.0;0.11
3.01;1.09;0.0;0.09
3.11;1.18;0.0;0.21
3.08;1.12;0.0;0.14
3.03;1.15;0.0;0.15
3.06;1.12;0.0;0.13
3.01;1.15;0.0;0.15
3.03;1.15;0.0;0.15
3.03;1.14;0.0;0.15
3.09;1.15;0.0;0.18
3.09;1.15;0.0;0.17
3.08;1.14;0.0;0.16
3.1;1.16;0.0;0.19
3.08;1.16;0.0;0.18
3.11;1.15;0.0;0.19
3.07;1.16;0.0;0.17
3.08;1.16;0.0;0.18
3.09;1.16;0.0;0.18
3.12;1.14;0.0;0.19
3.1;1.16;0.0;0.19
3.0;1.14;0.0;0.14
3.08;1.19;0.0;0.2
3.1;1.14;0.0;0.17
3.09;1.16;0.0;0.18
3.0;1.08;0.0;0.08
3.15;1.19;0.0;0.24
3.04;1.15;0.0;0.15
3.09;1.15;0.0;0.18
3.08;1.18;0.0;0.19
3.06;1.14;0.0;0.16
3.1;1.17;0.0;0.2
3.07;1.17;0.0;0.18
3.08;1.1;0.0;0.13
3.06;1.15;0.0;0.17
3.11;1.17;0.0;0.2
3.15;1.17;0.0;0.23
2.76;1.01;0.0;0.24
3.11;1.13;0.0;0.17
3.06;1.11;0.0;0.13
3.07;1.09;0.0;0.11
3.12;1.13;0.0;0.18
2.98;1.13;0.0;0.13
3.09;1.19;0.0;0.21
3.06;1.14;0.0;0.15
3.0;1.12;0.0;0.12
3.11;1.14;0.0;0.18
3.09;1.14;0.0;0.16
3.01;1.11;0.0;0.11
3.05;1.16;0.0;0.17
3.08;1.15;0.0;0.17
3.07;1.15;0.0;0.16
3.09;1.17;0.0;0.2
3.06;1.15;0.0;0.16
2.99;1.1;0.0;0.1
3.08;1.12;0.0;0.15
3.05;1.14;0.0;0.15
3.11;1.15;0.0;0.19
3.01;1.14;0.0;0.14
3.15;1.17;0.0;0.22
3.0;1.11;0.0;0.11
3.16;1.17;0.0;0.24
3.12;1.15;0.0;0.19
2.71;1.02;0.0;0.29
3.13;1.18;0.0;0.22
3.04;1.14;0.0;0.15
2.74;1.0;0.0;0.26
3.11;1.14;0.0;0.18
3.05;1.13;0.0;0.13
3.13;1.14;0.0;0.19
3.1;1.17;0.0;0.19
3.07;1.14;0.0;0.16
3.07;1.18;0.0;0.19
3.07;1.17;0.0;0.18
3.05;1.17;0.0;0.17
3.13;1.18;0.0;0.22
3.08;1.18;0.0;0.2
3.02;1.13;0.0;0.14
3.12;1.14;0.0;0.18
3.07;1.13;0.0;0.14
3.05;1.14;0.0;0.15
3.07;1.15;0.0;0.17
3.03;1.13;0.0;0.13
3.11;1.17;0.0;0.2
3.12;1.18;0.0;0.22
3.07;1.17;0.0;0.19
3.03;1.14;0.0;0.14
3.11;1.14;0.0;0.18
3.07;1.15;0.0;0.16
3.07;1.14;0.0;0.16
3.07;1.12;0.0;0.14
3.06;1.14;0.0;0.15
3.08;1.11;0.0;0.14
3.09;1.12;0.0;0.15
3.09;1.17;0.0;0.19
3.06;1.16;0.0;0.17
3.1;1.15;0.0;0.18
3.01;1.15;0.0;0.15
3.0;1.11;0.0;0.11
3.08;1.17;0.0;0.19
3.11;1.18;0.0;0.21
3.13;1.2;0.0;0.24
2.99;1.1;0.0;0.1
3.0;1.14;0.0;0.14
3.12;1.19;0.0;0.22
3.1;1.14;0.0;0.17
3.04;1.15;0.0;0.16
3.05;1.15;0.0;0.16
3.11;1.17;0.0;0.2
3.09;1.17;0.0;0.19
3.08;1.13;0.0;0.15
3.09;1.14;0.0;0.17
3.09;1.12;0.0;0.15
3.09;1.14;0.0;0.16
3.06;1.19;0.0;0.2
3.06;1.15;0.0;0.16
3.1;1.11;0.0;0.15
3.08;1.13;0.0;0.16
3.0;1.12;0.0;0.12
3.04;1.13;0.0;0.13
3.15;1.19;0.0;0.24
3.1;1.15;0.0;0.18
3.04;1.16;0.0;0.16
2.98;1.1;0.0;0.1
3.1;1.11;0.0;0.15
3.09;1.18;0.0;0.21
3.07;1.15;0.0;0.17
3.09;1.18;0.0;0.2
3.05;1.12;0.0;0.13
3.07;1.16;0.0;0.18
3.08;1.15;0.0;0.17
3.08;1.15;0.0;0.17
3.06;1.11;0.0;0.12
3.05;1.13;0.0;0.14
3.11;1.14;0.0;0.17
3.04;1.12;0.0;0.13
3.03;1.14;0.0;0.14
3.07;1.12;0.0;0.14
3.1;1.17;0.0;0.2
3.07;1.18;0.0;0.19
3.06;1.15;0.0;0.16
3.1;1.13;0.0;0.16
3.1;1.16;0.0;0.19
3.05;1.15;0.0;0.16
3.02;1.09;0.0;0.1
3.04;1.14;0.0;0.15
3.04;1.1;0.0;0.11
3.05;1.15;0.0;0.16
3.01;1.11;0.0;0.11
3.02;1.11;0.0;0.11
3.05;1.17;0.0;0.18
3.05;1.14;0.0;0.15
3.05;1.15;0.0;0.16
3.03;1.1;0.0;0.11
3.14;1.15;0.0;0.2
3.08;1.16;0.0;0.18
3.03;1.14;0.0;0.14
3.06;1.1;0.0;0.12
3.09;1.13;0.0;0.16
3.08;1.18;0.0;0.2
3.04;1.11;0.0;0.11
3.06;1.11;0.0;0.13
3.09;1.08;0.0;0.12
3.11;1.13;0.0;0.17
3.05;1.17;0.0;0.18
3.11;1.16;0.0;0.2
3.05;1.13;0.0;0.14
3.01;1.11;0.0;0.11
3.0;1.14;0.0;0.14
3.05;1.15;0.0;0.16
3.1;1.11;0.0;0.15
3.07;1.15;0.0;0.17
3.08;1.15;0.0;0.17
3.05;1.15;0.0;0.16
3.04;1.12;0.0;0.12
3.1;1.11;0.0;0.15
3.1;1.15;0.0;0.18
3.12;1.16;0.0;0.2
3.06;1.1;0.0;0.12
3.03;1.09;0.0;0.09
3.12;1.18;0.0;0.21
3.06;1.12;0.0;0.14
3.06;1.13;0.0;0.15
3.1;1.19;0.0;0.21
3.08;1.12;0.0;0.14
3.13;1.18;0.0;0.22
3.08;1.17;0.0;0.19
3.04;1.11;0.0;0.11
3.08;1.1;0.0;0.12
3.02;1.15;0.0;0.15
3.07;1.18;0.0;0.19
3.08;1.15;0.0;0.17
2.73;0.99;0.0;0.27
3.1;1.16;0.0;0.19
3.07;1.16;0.0;0.17
3.14;1.16;0.0;0.21
3.07;1.13;0.0;0.15
3.09;1.1;0.0;0.13
2.98;1.12;0.0;0.12
3.06;1.16;0.0;0.17
3.03;1.13;0.0;0.14
3.02;1.12;0.0;0.13
3.07;1.17;0.0;0.19
3.09;1.18;0.0;0.2
3.03;1.14;0.0;0.14
3.01;1.11;0.0;0.11
3.1;1.15;0.0;0.18
3.05;1.16;0.0;0.16
3.07;1.11;0.0;0.13
3.09;1.13;0.0;0.16
3.05;1.09;0.0;0.1
3.02;1.13;0.0;0.13
3.04;1.13;0.0;0.14
3.04;1.13;0.0;0.14
3.11;1.15;0.0;0.19
3.02;1.08;0.0;0.09
3.07;1.16;0.0;0.17
3.04;1.16;0.0;0.16
3.07;1.14;0.0;0.16
3.06;1.15;0.0;0.16
3.03;1.1;0.0;0.1
3.09;1.14;0.0;0.17
3.07;1.13;0.0;0.15
3.12;1.15;0.0;0.19
3.08;1.15;0.0;0.17
3.06;1.13;0.0;0.14
3.03;1.16;0.0;0.16
3.01;1.17;0.0;0.17
3.02;1.16;0.0;0.16
3.0;1.13;0.0;0.13
3.06;1.16;0.0;0.17
3.11;1.14;0.0;0.18
3.05;1.14;0.0;0.15
3.05;1.16;0.0;0.17
3.05;1.16;0.0;0.17
3.07;1.12;0.0;0.14
3.06;1.12;0.0;0.13
3.08;1.12;0.0;0.14
3.03;1.11;0.0;0.12
3.1;1.16;0.0;0.19
3.05;1.11;0.0;0.12
3.1;1.19;0.0;0.21
3.05;1.13;0.0;0.14
3.06;1.14;0.0;0.15
3.15;1.15;0.0;0.21
3.08;1.15;0.0;0.17
3.12;1.16;0.0;0.2
3.1;1.19;0.0;0.21
3.14;1.2;0.0;0.25
3.08;1.18;0.0;0.19
3.14;1.17;0.0;0.22
3.08;1.14;0.0;0.16
3.05;1.16;0.0;0.17
3.13;1.17;0.0;0.21
2.97;1.08;0.0;0.09
3.0;1.14;0.0;0.14
3.1;1.19;0.0;0.21
3.07;1.1;0.0;0.12
3.09;1.15;0.0;0.18
3.1;1.15;0.0;0.18
3.05;1.11;0.0;0.12
3.08;1.14;0.0;0.16
3.05;1.13;0.0;0.14
3.08;1.17;0.0;0.19
3.09;1.11;0.0;0.14
3.04;1.14;0.0;0.14
3.03;1.12;0.0;0.12
3.06;1.11;0.0;0.12
3.06;1.12;0.0;0.14
3.04;1.14;0.0;0.15
2.99;1.12;0.0;0.12
3.09;1.15;0.0;0.17
3.1;1.16;0.0;0.19
3.05;1.15;0.0;0.16
3.03;1.15;0.0;0.16
3.13;1.16;0.0;0.21
3.09;1.16;0.0;0.18
3.09;1.12;0.0;0.15
3.09;1.12;0.0;0.15
3.02;1.15;0.0;0.15
3.15;1.21;0.0;0.26
3.1;1.14;0.0;0.17
3.06;1.13;0.0;0.14
3.09;1.12;0.0;0.15
3.06;1.14;0.0;0.15
2.99;1.09;0.0;0.09
3.11;1.16;0.0;0.2
3.08;1.13;0.0;0.15
3.07;1.16;0.0;0.17
3.04;1.12;0.0;0.13
3.12;1.17;0.0;0.21
3.06;1.12;0.0;0.14
3.05;1.15;0.0;0.16
3.05;1.14;0.0;0.15
3.13;1.17;0.0;0.21
3.04;1.12;0.0;0.13
3.04;1.08;0.0;0.09
3.03;1.09;0.0;0.1
3.05;1.11;0.0;0.12
3.07;1.14;0.0;0.15
3.09;1.15;0.0;0.18
3.04;1.17;0.0;0.17
3.05;1.11;0.0;0.12
3.03;1.12;0.0;0.12
2.96;1.13;0.0;0.14
3.05;1.15;0.0;0.16
3.08;1.15;0.0;0.17
3.09;1.17;0.0;0.19
3.11;1.18;0.0;0.21
3.04;1.13;0.0;0.13
3.04;1.14;0.0;0.14
3.03;1.15;0.0;0.16
3.08;1.15;0.0;0.17
3.03;1.17;0.0;0.17
2.98;1.12;0.0;0.12
3.01;1.12;0.0;0.12
3.12;1.17;0.0;0.21
3.12;1.16;0.0;0.2
3.04;1.17;0.0;0.18
3.15;1.13;0.0;0.2
3.07;1.13;0.0;0.15
3.09;1.13;0.0;0.16
3.02;1.14;0.0;0.14
3.08;1.13;0.0;0.15
3.05;1.15;0.0;0.16
3.1;1.14;0.0;0.17
3.08;1.15;0.0;0.17
3.04;1.17;0.0;0.18
3.08;1.17;0.0;0.19
3.18;1.18;0.0;0.26
3.01;1.13;0.0;0.13
3.1;1.19;0.0;0.21
3.0;1.13;0.0;0.13
3.15;1.16;0.0;0.22
2.94;1.08;0.0;0.1
3.08;1.14;0.0;0.16
3.09;1.1;0.0;0.14
3.07;1.16;0.0;0.17
3.05;1.14;0.0;0.15
3.1;1.12;0.0;0.15
3.04;1.12;0.0;0.13
2.73;1.01;0.0;0.27
3.02;1.14;0.0;0.14
3.09;1.17;0.0;0.2
3.09;1.13;0.0;0.15
3.02;1.15;0.0;0.15
3.08;1.15;0.0;0.17
3.01;1.13;0.0;0.13
3.09;1.16;0.0;0.19
3.03;1.13;0.0;0.13
3.02;1.15;0.0;0.15
3.0;1.08;0.0;0.08
3.07;1.14;0.0;0.16
3.08;1.11;0.0;0.14
3.09;1.15;0.0;0.17
3.02;1.11;0.0;0.11
3.12;1.15;0.0;0.19
3.07;1.14;0.0;0.16
3.02;1.1;0.0;0.1
2.99;1.11;0.0;0.11
2.98;1.17;0.0;0.17
3.05;1.13;0.0;0.14
3.02;1.16;0.0;0.16
3.05;1.15;0.0;0.16
3.03;1.14;0.0;0.14
3.07;1.16;0.0;0.17
3.08;1.11;0.0;0.14
3.1;1.13;0.0;0.16
3.1;1.14;0.0;0.17
3.04;1.15;0.0;0.15
3.05;1.12;0.0;0.13
3.04;1.1;0.0;0.1
3.1;1.17;0.0;0.19
2.79;1.01;0.0;0.21
3.07;1.13;0.0;0.14
3.14;1.18;0.0;0.23
3.1;1.15;0.0;0.18
3.1;1.2;0.0;0.22
3.1;1.17;0.0;0.19
3.1;1.15;0.0;0.18
3.0;1.14;0.0;0.14
3.04;1.14;0.0;0.14
3.07;1.18;0.0;0.19
3.13;1.18;0.0;0.22
3.05;1.15;0.0;0.16
3.12;1.17;0.0;0.21
3.02;1.1;0.0;0.1
3.09;1.17;0.0;0.19
3.02;1.14;0.0;0.14
3.05;1.17;0.0;0.18
3.04;1.15;0.0;0.15
3.03;1.12;0.0;0.13
3.11;1.18;0.0;0.21
3.13;1.17;0.0;0.21
3.08;1.15;0.0;0.17
3.09;1.14;0.0;0.17
2.98;1.13;0.0;0.13
3.13;1.17;0.0;0.22
3.0;1.12;0.0;0.12
3.15;1.17;0.0;0.23
3.03;1.16;0.0;0.17
3.05;1.14;0.0;0.15
3.07;1.15;0.0;0.17
3.1;1.17;0.0;0.19
3.03;1.1;0.0;0.1
3.04;1.2;0.0;0.2
3.07;1.15;0.0;0.16
3.06;1.17;0.0;0.18
3.11;1.13;0.0;0.18
3.12;1.14;0.0;0.18
3.04;1.15;0.0;0.15
3.17;1.19;0.0;0.25
3.06;1.12;0.0;0.13
3.06;1.15;0.0;0.16
2.98;1.17;0.0;0.17
3.02;1.14;0.0;0.14
3.02;1.12;0.0;0.13
3.08;1.15;0.0;0.17
3.08;1.12;0.0;0.14
3.05;1.13;0.0;0.14
3.04;1.11;0.0;0.12
3.11;1.13;0.0;0.17
3.05;1.12;0.0;0.13
3.1;1.13;0.0;0.16
2.99;1.12;0.0;0.12
3.07;1.14;0.0;0.16
3.05;1.15;0.0;0.16
2.98;1.08;0.0;0.08
3.06;1.15;0.0;0.16
3.05;1.13;0.0;0.14
3.12;1.19;0.0;0.22
3.03;1.1;0.0;0.1
3.05;1.12;0.0;0.13
3.12;1.17;0.0;0.21
3.08;1.13;0.0;0.16
3.09;1.12;0.0;0.15
3.1;1.17;0.0;0.2
3.05;1.14;0.0;0.15
3.08;1.12;0.0;0.14
3.02;1.14;0.0;0.14
2.8;1.06;0.0;0.21
2.38;0.89;0.0;0.63
2.8;0.98;0.0;0.2
2.69;1.0;0.0;0.31
3.14;1.18;0.0;0.23
2.38;0.86;0.0;0.64
2.4;0.88;0.0;0.62
2.8;1.0;0.0;0.2
2.99;1.03;0.0;0.03
3.07;1.1;0.0;0.12
3.12;1.23;0.0;0.26
2.72;1.04;0.0;0.28
2.52;0.97;0.0;0.48
2.65;0.92;0.0;0.36
